LocationType,Location,Children in Immigrant Families,TimeFrame,DataFormat,Data
State,Missouri,Children in U.S.-born families,2018,Currency,66300
State,Missouri,Children in immigrant families,2010,Currency,51900
State,Missouri,Children in U.S.-born families,2010,Currency,52900
State,Missouri,Children in immigrant families,2015,Currency,56100
State,Missouri,Children in U.S.-born families,2015,Currency,60500
State,Missouri,Children in immigrant families,2009,Currency,52200
State,Missouri,Children in U.S.-born families,2009,Currency,52200
State,Missouri,Children in immigrant families,2011,Currency,47900
State,Missouri,Children in U.S.-born families,2011,Currency,54300
State,Missouri,Children in immigrant families,2012,Currency,52800
State,Missouri,Children in U.S.-born families,2012,Currency,53900
State,Missouri,Children in immigrant families,2014,Currency,57800
State,Missouri,Children in U.S.-born families,2014,Currency,58800
State,Missouri,Children in immigrant families,2017,Currency,68500
State,Missouri,Children in U.S.-born families,2017,Currency,63300
State,Missouri,Children in immigrant families,2016,Currency,54500
State,Missouri,Children in U.S.-born families,2016,Currency,62300
State,Missouri,Children in immigrant families,2019,Currency,68600
State,Missouri,Children in U.S.-born families,2019,Currency,70000
State,Missouri,Children in immigrant families,2021,Currency,71000
State,Missouri,Children in U.S.-born families,2021,Currency,77900
State,Montana,Children in immigrant families,2021,Currency,83800
State,Montana,Children in U.S.-born families,2021,Currency,79800
State,Montana,Children in immigrant families,2019,Currency,99200
State,Montana,Children in U.S.-born families,2019,Currency,71200
State,Montana,Children in immigrant families,2016,Currency,59800
State,Montana,Children in U.S.-born families,2016,Currency,66200
State,Montana,Children in immigrant families,2017,Currency,75600
State,Montana,Children in U.S.-born families,2017,Currency,68900
State,Montana,Children in immigrant families,2014,Currency,55500
State,Montana,Children in U.S.-born families,2014,Currency,59300
State,Montana,Children in immigrant families,2012,Currency,64800
State,Montana,Children in U.S.-born families,2012,Currency,54700
State,Montana,Children in immigrant families,2011,Currency,47400
State,Montana,Children in U.S.-born families,2011,Currency,54300
State,Montana,Children in immigrant families,2009,Currency,52500
State,Montana,Children in U.S.-born families,2009,Currency,51000
State,Montana,Children in immigrant families,2015,Currency,68600
State,Montana,Children in U.S.-born families,2015,Currency,64300
State,Montana,Children in immigrant families,2010,Currency,50100
State,Montana,Children in U.S.-born families,2010,Currency,53600
State,Montana,Children in immigrant families,2018,Currency,85300
State,Montana,Children in U.S.-born families,2018,Currency,65000
State,Montana,Children in immigrant families,2013,Currency,61600
State,Montana,Children in U.S.-born families,2013,Currency,57000
State,Montana,Children in immigrant families,2008,Currency,60500
State,Montana,Children in U.S.-born families,2008,Currency,55400
State,Montana,Children in U.S.-born families,2001-2003,Currency,40000
State,Montana,Children in immigrant families,2001-2003,Currency,45900
State,Montana,Children in immigrant families,2000-2002,Currency,46400
State,Montana,Children in U.S.-born families,2000-2002,Currency,39900
State,Montana,Children in immigrant families,2002-2004,Currency,49200
State,Montana,Children in U.S.-born families,2002-2004,Currency,40700
State,Montana,Children in immigrant families,2007,Currency,76700
State,Montana,Children in U.S.-born families,2007,Currency,50200
State,Montana,Children in U.S.-born families,2006,Currency,49500
State,Montana,Children in immigrant families,2006,Currency,65700
State,Montana,Children in immigrant families,2005,Currency,47500
State,Montana,Children in U.S.-born families,2005,Currency,45100
State,Nebraska,Children in immigrant families,2005,Currency,46200
State,Nebraska,Children in U.S.-born families,2005,Currency,56000
State,Nebraska,Children in U.S.-born families,2006,Currency,57500
State,Nebraska,Children in immigrant families,2006,Currency,39400
State,Nebraska,Children in immigrant families,2007,Currency,40500
State,Nebraska,Children in U.S.-born families,2007,Currency,59400
State,Nebraska,Children in U.S.-born families,2002-2004,Currency,51900
State,Nebraska,Children in immigrant families,2002-2004,Currency,40600
State,Nebraska,Children in immigrant families,2001-2003,Currency,43000
State,Nebraska,Children in U.S.-born families,2000-2002,Currency,49500
State,Nebraska,Children in immigrant families,2000-2002,Currency,39700
State,Nebraska,Children in U.S.-born families,2001-2003,Currency,50500
State,Nebraska,Children in immigrant families,2008,Currency,44800
State,Nebraska,Children in U.S.-born families,2008,Currency,63800
State,Nebraska,Children in immigrant families,2013,Currency,38500
State,Nebraska,Children in U.S.-born families,2013,Currency,64800
State,Nebraska,Children in immigrant families,2018,Currency,50800
State,Nebraska,Children in U.S.-born families,2018,Currency,80500
State,Nebraska,Children in immigrant families,2010,Currency,36500
State,Nebraska,Children in U.S.-born families,2010,Currency,61900
State,Nebraska,Children in immigrant families,2015,Currency,40300
State,Nebraska,Children in U.S.-born families,2015,Currency,72800
State,Nebraska,Children in immigrant families,2009,Currency,34200
State,Nebraska,Children in U.S.-born families,2009,Currency,62100
State,Nebraska,Children in immigrant families,2011,Currency,34800
State,Nebraska,Children in U.S.-born families,2011,Currency,63900
State,Nebraska,Children in immigrant families,2012,Currency,39800
State,Nebraska,Children in U.S.-born families,2012,Currency,64800
State,Nebraska,Children in immigrant families,2014,Currency,40900
State,Nebraska,Children in U.S.-born families,2014,Currency,70100
State,Nebraska,Children in immigrant families,2017,Currency,50300
State,Nebraska,Children in U.S.-born families,2017,Currency,76800
State,Nebraska,Children in immigrant families,2016,Currency,45100
State,Nebraska,Children in U.S.-born families,2016,Currency,75900
State,Nebraska,Children in immigrant families,2019,Currency,52900
State,Nebraska,Children in U.S.-born families,2019,Currency,84200
State,Nebraska,Children in immigrant families,2021,Currency,59600
State,Nebraska,Children in U.S.-born families,2021,Currency,97100
State,Nevada,Children in immigrant families,2021,Currency,63900
State,Nevada,Children in U.S.-born families,2021,Currency,78500
State,Nevada,Children in immigrant families,2019,Currency,61400
State,Nevada,Children in U.S.-born families,2019,Currency,75700
State,Nevada,Children in immigrant families,2016,Currency,49400
State,Nevada,Children in U.S.-born families,2016,Currency,64100
State,Nevada,Children in immigrant families,2014,Currency,44900
State,Nevada,Children in U.S.-born families,2014,Currency,58700
State,Nevada,Children in immigrant families,2017,Currency,54400
State,Nevada,Children in U.S.-born families,2017,Currency,71100
State,Nevada,Children in immigrant families,2012,Currency,40800
State,Nevada,Children in U.S.-born families,2012,Currency,54300
State,Nevada,Children in immigrant families,2011,Currency,40100
State,Nevada,Children in U.S.-born families,2011,Currency,56000
State,Nevada,Children in immigrant families,2009,Currency,45500
State,Nevada,Children in U.S.-born families,2009,Currency,62400
State,Nevada,Children in immigrant families,2015,Currency,50100
State,Nevada,Children in U.S.-born families,2015,Currency,61400
State,Nevada,Children in immigrant families,2010,Currency,43700
State,Nevada,Children in U.S.-born families,2010,Currency,60500
State,Nevada,Children in immigrant families,2018,Currency,55800
State,Nevada,Children in U.S.-born families,2018,Currency,73400
State,Nevada,Children in immigrant families,2013,Currency,43600
State,Nevada,Children in U.S.-born families,2013,Currency,58400
State,Nevada,Children in immigrant families,2008,Currency,50300
State,Nevada,Children in U.S.-born families,2008,Currency,66800
State,Nevada,Children in immigrant families,2001-2003,Currency,40000
State,Nevada,Children in immigrant families,2000-2002,Currency,38500
State,Nevada,Children in U.S.-born families,2000-2002,Currency,50400
State,Nevada,Children in U.S.-born families,2001-2003,Currency,51000
State,Nevada,Children in immigrant families,2002-2004,Currency,42400
State,Nevada,Children in U.S.-born families,2002-2004,Currency,50500
State,Nevada,Children in immigrant families,2007,Currency,51100
State,Nevada,Children in U.S.-born families,2007,Currency,62700
State,Nevada,Children in U.S.-born families,2006,Currency,63800
State,Nevada,Children in immigrant families,2006,Currency,48200
State,Nevada,Children in immigrant families,2005,Currency,43000
State,Nevada,Children in U.S.-born families,2005,Currency,57300
State,New Hampshire,Children in immigrant families,2005,Currency,75200
State,New Hampshire,Children in U.S.-born families,2005,Currency,69300
State,New Hampshire,Children in U.S.-born families,2006,Currency,70900
State,New Hampshire,Children in immigrant families,2006,Currency,77900
State,New Hampshire,Children in immigrant families,2007,Currency,85800
State,New Hampshire,Children in U.S.-born families,2007,Currency,76700
State,New Hampshire,Children in U.S.-born families,2002-2004,Currency,64100
State,New Hampshire,Children in immigrant families,2002-2004,Currency,72100
State,New Hampshire,Children in U.S.-born families,2001-2003,Currency,63000
State,New Hampshire,Children in immigrant families,2001-2003,Currency,61300
State,New Hampshire,Children in U.S.-born families,2000-2002,Currency,62200
State,New Hampshire,Children in immigrant families,2000-2002,Currency,61600
State,New Hampshire,Children in immigrant families,2008,Currency,95800
State,New Hampshire,Children in U.S.-born families,2008,Currency,77900
State,New Hampshire,Children in immigrant families,2013,Currency,78500
State,New Hampshire,Children in U.S.-born families,2013,Currency,76500
State,New Hampshire,Children in immigrant families,2018,Currency,91000
State,New Hampshire,Children in U.S.-born families,2018,Currency,96900
State,New Hampshire,Children in immigrant families,2010,Currency,82200
State,New Hampshire,Children in U.S.-born families,2010,Currency,74900
State,New Hampshire,Children in immigrant families,2015,Currency,86400
State,New Hampshire,Children in U.S.-born families,2015,Currency,89300
State,New Hampshire,Children in immigrant families,2009,Currency,72400
State,New Hampshire,Children in U.S.-born families,2009,Currency,74700
State,New Hampshire,Children in immigrant families,2011,Currency,84200
State,New Hampshire,Children in U.S.-born families,2011,Currency,78400
State,New Hampshire,Children in immigrant families,2012,Currency,84400
State,New Hampshire,Children in U.S.-born families,2012,Currency,76700
State,New Hampshire,Children in immigrant families,2014,Currency,89200
State,New Hampshire,Children in U.S.-born families,2014,Currency,80900
State,New Hampshire,Children in immigrant families,2017,Currency,86500
State,New Hampshire,Children in U.S.-born families,2017,Currency,97900
State,New Hampshire,Children in immigrant families,2016,Currency,87100
State,New Hampshire,Children in U.S.-born families,2016,Currency,92500
State,New Hampshire,Children in immigrant families,2019,Currency,89800
State,New Hampshire,Children in U.S.-born families,2019,Currency,103400
State,New Hampshire,Children in immigrant families,2021,Currency,107600
State,New Hampshire,Children in U.S.-born families,2021,Currency,113500
State,New Jersey,Children in immigrant families,2021,Currency,91400
State,New Jersey,Children in U.S.-born families,2021,Currency,120500
State,New Jersey,Children in immigrant families,2019,Currency,90400
State,New Jersey,Children in U.S.-born families,2019,Currency,115100
State,New Jersey,Children in immigrant families,2016,Currency,78000
State,New Jersey,Children in U.S.-born families,2016,Currency,100900
State,New Jersey,Children in immigrant families,2014,Currency,70300
State,New Jersey,Children in U.S.-born families,2014,Currency,98100
State,New Jersey,Children in immigrant families,2017,Currency,79100
State,New Jersey,Children in U.S.-born families,2017,Currency,107100
State,New Jersey,Children in immigrant families,2012,Currency,69500
State,New Jersey,Children in U.S.-born families,2012,Currency,90500
State,New Jersey,Children in immigrant families,2011,Currency,69400
State,New Jersey,Children in U.S.-born families,2011,Currency,86900
State,New Jersey,Children in immigrant families,2009,Currency,69300
State,New Jersey,Children in U.S.-born families,2009,Currency,87700
State,New Jersey,Children in immigrant families,2015,Currency,72900
State,New Jersey,Children in U.S.-born families,2015,Currency,96700
State,New Jersey,Children in immigrant families,2010,Currency,70800
State,New Jersey,Children in U.S.-born families,2010,Currency,88100
State,New Jersey,Children in immigrant families,2018,Currency,83200
State,New Jersey,Children in U.S.-born families,2018,Currency,112600
State,New Jersey,Children in immigrant families,2013,Currency,68000
State,New Jersey,Children in U.S.-born families,2013,Currency,90300
State,New Jersey,Children in immigrant families,2008,Currency,72500
State,New Jersey,Children in U.S.-born families,2008,Currency,90500
State,New Jersey,Children in immigrant families,2000-2002,Currency,57900
State,New Jersey,Children in U.S.-born families,2000-2002,Currency,69300
State,New Jersey,Children in U.S.-born families,2001-2003,Currency,70100
State,New Jersey,Children in immigrant families,2001-2003,Currency,60500
State,New Jersey,Children in immigrant families,2002-2004,Currency,63000
State,New Jersey,Children in U.S.-born families,2002-2004,Currency,74700
State,New Jersey,Children in immigrant families,2007,Currency,72000
State,New Jersey,Children in U.S.-born families,2007,Currency,85000
State,New Jersey,Children in U.S.-born families,2006,Currency,83200
State,New Jersey,Children in immigrant families,2006,Currency,66400
State,New Jersey,Children in immigrant families,2005,Currency,65400
State,New Jersey,Children in U.S.-born families,2005,Currency,78700
State,New Mexico,Children in immigrant families,2005,Currency,31300
State,New Mexico,Children in U.S.-born families,2005,Currency,40500
State,New Mexico,Children in U.S.-born families,2006,Currency,43500
State,New Mexico,Children in immigrant families,2006,Currency,32200
State,New Mexico,Children in immigrant families,2007,Currency,33200
State,New Mexico,Children in U.S.-born families,2007,Currency,46600
State,New Mexico,Children in U.S.-born families,2002-2004,Currency,38900
State,New Mexico,Children in immigrant families,2002-2004,Currency,28000
State,New Mexico,Children in U.S.-born families,2001-2003,Currency,38000
State,New Mexico,Children in immigrant families,2001-2003,Currency,29000
State,New Mexico,Children in U.S.-born families,2000-2002,Currency,36800
State,New Mexico,Children in immigrant families,2000-2002,Currency,29400
State,New Mexico,Children in immigrant families,2008,Currency,33700
State,New Mexico,Children in U.S.-born families,2008,Currency,50000
State,New Mexico,Children in immigrant families,2013,Currency,35200
State,New Mexico,Children in U.S.-born families,2013,Currency,49900
State,New Mexico,Children in immigrant families,2018,Currency,39700
State,New Mexico,Children in U.S.-born families,2018,Currency,55300
State,New Mexico,Children in immigrant families,2010,Currency,30300
State,New Mexico,Children in U.S.-born families,2010,Currency,45600
State,New Mexico,Children in immigrant families,2015,Currency,35000
State,New Mexico,Children in U.S.-born families,2015,Currency,50700
State,New Mexico,Children in immigrant families,2009,Currency,32100
State,New Mexico,Children in U.S.-born families,2009,Currency,46500
State,New Mexico,Children in immigrant families,2011,Currency,30500
State,New Mexico,Children in U.S.-born families,2011,Currency,47200
State,New Mexico,Children in immigrant families,2012,Currency,34400
State,New Mexico,Children in U.S.-born families,2012,Currency,46700
State,New Mexico,Children in immigrant families,2017,Currency,44100
State,New Mexico,Children in U.S.-born families,2017,Currency,53300
State,New Mexico,Children in immigrant families,2014,Currency,37500
State,New Mexico,Children in U.S.-born families,2014,Currency,49300
State,New Mexico,Children in immigrant families,2016,Currency,36100
State,New Mexico,Children in U.S.-born families,2016,Currency,49600
State,New Mexico,Children in immigrant families,2019,Currency,47100
State,New Mexico,Children in U.S.-born families,2019,Currency,56400
State,New Mexico,Children in immigrant families,2021,Currency,48200
State,New Mexico,Children in U.S.-born families,2021,Currency,61400
State,New York,Children in immigrant families,2021,Currency,78600
State,New York,Children in U.S.-born families,2021,Currency,92300
State,New York,Children in immigrant families,2019,Currency,74000
State,New York,Children in U.S.-born families,2019,Currency,86100
State,New York,Children in immigrant families,2016,Currency,60100
State,New York,Children in U.S.-born families,2016,Currency,77500
State,New York,Children in immigrant families,2014,Currency,53600
State,New York,Children in U.S.-born families,2014,Currency,70200
State,New York,Children in immigrant families,2017,Currency,62100
State,New York,Children in U.S.-born families,2017,Currency,78000
State,New York,Children in immigrant families,2012,Currency,52000
State,New York,Children in U.S.-born families,2012,Currency,66700
State,New York,Children in immigrant families,2011,Currency,51400
State,New York,Children in U.S.-born families,2011,Currency,66000
State,New York,Children in immigrant families,2009,Currency,54300
State,New York,Children in U.S.-born families,2009,Currency,66900
State,New York,Children in immigrant families,2015,Currency,56700
State,New York,Children in U.S.-born families,2015,Currency,71500
State,New York,Children in immigrant families,2010,Currency,51500
State,New York,Children in U.S.-born families,2010,Currency,65900
State,New York,Children in immigrant families,2018,Currency,68500
State,New York,Children in U.S.-born families,2018,Currency,84000
State,New York,Children in immigrant families,2013,Currency,52800
State,New York,Children in U.S.-born families,2013,Currency,70500
State,New York,Children in immigrant families,2008,Currency,54300
State,New York,Children in U.S.-born families,2008,Currency,66600
State,New York,Children in immigrant families,2000-2002,Currency,44400
State,New York,Children in U.S.-born families,2000-2002,Currency,52300
State,New York,Children in U.S.-born families,2001-2003,Currency,52800
State,New York,Children in immigrant families,2001-2003,Currency,45300
State,New York,Children in immigrant families,2002-2004,Currency,46500
State,New York,Children in U.S.-born families,2002-2004,Currency,54800
State,New York,Children in immigrant families,2007,Currency,51800
State,New York,Children in U.S.-born families,2007,Currency,63700
State,New York,Children in U.S.-born families,2006,Currency,61200
State,New York,Children in immigrant families,2006,Currency,50200
State,New York,Children in immigrant families,2005,Currency,49100
State,New York,Children in U.S.-born families,2005,Currency,60100
State,North Carolina,Children in immigrant families,2005,Currency,38200
State,North Carolina,Children in U.S.-born families,2005,Currency,46500
State,North Carolina,Children in U.S.-born families,2006,Currency,49600
State,North Carolina,Children in immigrant families,2006,Currency,37500
State,North Carolina,Children in immigrant families,2007,Currency,40200
State,North Carolina,Children in U.S.-born families,2007,Currency,52400
State,North Carolina,Children in U.S.-born families,2002-2004,Currency,43000
State,North Carolina,Children in immigrant families,2002-2004,Currency,38000
State,North Carolina,Children in U.S.-born families,2001-2003,Currency,42900
State,North Carolina,Children in immigrant families,2001-2003,Currency,39800
State,North Carolina,Children in U.S.-born families,2000-2002,Currency,42800
State,North Carolina,Children in immigrant families,2000-2002,Currency,40400
State,North Carolina,Children in immigrant families,2008,Currency,39600
State,North Carolina,Children in U.S.-born families,2008,Currency,54300
State,North Carolina,Children in immigrant families,2013,Currency,38100
State,North Carolina,Children in U.S.-born families,2013,Currency,53000
State,North Carolina,Children in immigrant families,2018,Currency,50700
State,North Carolina,Children in U.S.-born families,2018,Currency,66600
State,North Carolina,Children in immigrant families,2010,Currency,35300
State,North Carolina,Children in U.S.-born families,2010,Currency,50000
State,North Carolina,Children in immigrant families,2015,Currency,42000
State,North Carolina,Children in U.S.-born families,2015,Currency,55600
State,North Carolina,Children in immigrant families,2009,Currency,37600
State,North Carolina,Children in U.S.-born families,2009,Currency,50600
State,North Carolina,Children in immigrant families,2011,Currency,37900
State,North Carolina,Children in U.S.-born families,2011,Currency,50400
State,North Carolina,Children in immigrant families,2012,Currency,36800
State,North Carolina,Children in U.S.-born families,2012,Currency,50900
State,North Carolina,Children in immigrant families,2017,Currency,46300
State,North Carolina,Children in U.S.-born families,2017,Currency,63300
State,North Carolina,Children in immigrant families,2014,Currency,37500
State,North Carolina,Children in U.S.-born families,2014,Currency,54400
State,North Carolina,Children in immigrant families,2016,Currency,44800
State,North Carolina,Children in U.S.-born families,2016,Currency,59800
State,North Carolina,Children in immigrant families,2019,Currency,54500
State,North Carolina,Children in U.S.-born families,2019,Currency,68200
State,North Carolina,Children in immigrant families,2021,Currency,63300
State,North Carolina,Children in U.S.-born families,2021,Currency,76600
State,North Dakota,Children in immigrant families,2021,Currency,60400
State,North Dakota,Children in U.S.-born families,2021,Currency,93900
State,North Dakota,Children in immigrant families,2019,Currency,70500
State,North Dakota,Children in U.S.-born families,2019,Currency,89900
State,North Dakota,Children in immigrant families,2016,Currency,44500
State,North Dakota,Children in U.S.-born families,2016,Currency,82400
State,North Dakota,Children in immigrant families,2014,Currency,56500
State,North Dakota,Children in U.S.-born families,2014,Currency,75400
State,North Dakota,Children in immigrant families,2017,Currency,62200
State,North Dakota,Children in U.S.-born families,2017,Currency,81800
State,North Dakota,Children in immigrant families,2012,Currency,55700
State,North Dakota,Children in U.S.-born families,2012,Currency,72300
State,North Dakota,Children in immigrant families,2011,Currency,44400
State,North Dakota,Children in U.S.-born families,2011,Currency,66200
State,North Dakota,Children in immigrant families,2009,Currency,65000
State,North Dakota,Children in U.S.-born families,2009,Currency,65200
State,North Dakota,Children in immigrant families,2018,Currency,54200
State,North Dakota,Children in U.S.-born families,2018,Currency,86000
State,North Dakota,Children in immigrant families,2015,Currency,67900
State,North Dakota,Children in U.S.-born families,2015,Currency,85400
State,North Dakota,Children in immigrant families,2010,Currency,68300
State,North Dakota,Children in U.S.-born families,2010,Currency,64100
State,North Dakota,Children in immigrant families,2013,Currency,46300
State,North Dakota,Children in U.S.-born families,2013,Currency,72500
State,North Dakota,Children in immigrant families,2008,Currency,52200
State,North Dakota,Children in U.S.-born families,2008,Currency,60400
State,North Dakota,Children in immigrant families,2000-2002,Currency,44100
State,North Dakota,Children in U.S.-born families,2000-2002,Currency,46600
State,North Dakota,Children in U.S.-born families,2001-2003,Currency,47600
State,North Dakota,Children in immigrant families,2001-2003,Currency,44100
State,North Dakota,Children in immigrant families,2002-2004,Currency,40000
State,North Dakota,Children in U.S.-born families,2002-2004,Currency,49600
State,North Dakota,Children in immigrant families,2007,Currency,73500
State,North Dakota,Children in U.S.-born families,2007,Currency,60500
State,North Dakota,Children in U.S.-born families,2006,Currency,56700
State,North Dakota,Children in immigrant families,2006,Currency,43000
State,North Dakota,Children in immigrant families,2005,Currency,54900
State,North Dakota,Children in U.S.-born families,2005,Currency,53000
State,Ohio,Children in immigrant families,2005,Currency,61700
State,Ohio,Children in U.S.-born families,2005,Currency,52700
State,Ohio,Children in U.S.-born families,2006,Currency,53500
State,Ohio,Children in immigrant families,2006,Currency,60000
State,Ohio,Children in immigrant families,2007,Currency,61600
State,Ohio,Children in U.S.-born families,2007,Currency,54800
State,Ohio,Children in U.S.-born families,2002-2004,Currency,49000
State,Ohio,Children in immigrant families,2002-2004,Currency,60000
State,Ohio,Children in U.S.-born families,2001-2003,Currency,48600
State,Ohio,Children in immigrant families,2001-2003,Currency,59100
State,Ohio,Children in U.S.-born families,2000-2002,Currency,47600
State,Ohio,Children in immigrant families,2000-2002,Currency,55700
State,Ohio,Children in immigrant families,2008,Currency,66600
State,Ohio,Children in U.S.-born families,2008,Currency,57100
State,Ohio,Children in immigrant families,2013,Currency,55700
State,Ohio,Children in U.S.-born families,2013,Currency,57000
State,Ohio,Children in immigrant families,2018,Currency,68000
State,Ohio,Children in U.S.-born families,2018,Currency,66800
State,Ohio,Children in immigrant families,2010,Currency,55500
State,Ohio,Children in U.S.-born families,2010,Currency,52200
State,Ohio,Children in immigrant families,2015,Currency,63200
State,Ohio,Children in U.S.-born families,2015,Currency,61000
State,Ohio,Children in immigrant families,2009,Currency,57900
State,Ohio,Children in U.S.-born families,2009,Currency,52600
State,Ohio,Children in immigrant families,2011,Currency,56400
State,Ohio,Children in U.S.-born families,2011,Currency,53300
State,Ohio,Children in immigrant families,2012,Currency,59300
State,Ohio,Children in U.S.-born families,2012,Currency,55300
State,Ohio,Children in immigrant families,2017,Currency,65000
State,Ohio,Children in U.S.-born families,2017,Currency,65100
State,Ohio,Children in immigrant families,2014,Currency,61600
State,Ohio,Children in U.S.-born families,2014,Currency,57100
State,Ohio,Children in immigrant families,2016,Currency,64800
State,Ohio,Children in U.S.-born families,2016,Currency,62400
State,Ohio,Children in immigrant families,2019,Currency,69500
State,Ohio,Children in U.S.-born families,2019,Currency,70100
State,Ohio,Children in immigrant families,2021,Currency,80400
State,Ohio,Children in U.S.-born families,2021,Currency,77700
State,Oklahoma,Children in immigrant families,2021,Currency,51500
State,Oklahoma,Children in U.S.-born families,2021,Currency,65200
State,Oklahoma,Children in immigrant families,2019,Currency,49600
State,Oklahoma,Children in U.S.-born families,2019,Currency,63200
State,Oklahoma,Children in immigrant families,2016,Currency,42300
State,Oklahoma,Children in U.S.-born families,2016,Currency,56900
State,Oklahoma,Children in immigrant families,2014,Currency,42100
State,Oklahoma,Children in U.S.-born families,2014,Currency,55000
State,Oklahoma,Children in immigrant families,2017,Currency,47400
State,Oklahoma,Children in U.S.-born families,2017,Currency,57300
State,Oklahoma,Children in immigrant families,2012,Currency,38500
State,Oklahoma,Children in U.S.-born families,2012,Currency,51500
State,Oklahoma,Children in immigrant families,2011,Currency,40800
State,Oklahoma,Children in U.S.-born families,2011,Currency,49700
State,Oklahoma,Children in immigrant families,2009,Currency,34900
State,Oklahoma,Children in U.S.-born families,2009,Currency,48100
State,Oklahoma,Children in immigrant families,2018,Currency,49200
State,Oklahoma,Children in U.S.-born families,2018,Currency,61200
State,Oklahoma,Children in immigrant families,2015,Currency,45100
State,Oklahoma,Children in U.S.-born families,2015,Currency,55400
State,Oklahoma,Children in immigrant families,2010,Currency,36300
State,Oklahoma,Children in U.S.-born families,2010,Currency,48200
State,Oklahoma,Children in immigrant families,2013,Currency,40600
State,Oklahoma,Children in U.S.-born families,2013,Currency,51500
State,Oklahoma,Children in immigrant families,2008,Currency,38300
State,Oklahoma,Children in U.S.-born families,2008,Currency,49600
State,Oklahoma,Children in immigrant families,2000-2002,Currency,35500
State,Oklahoma,Children in U.S.-born families,2000-2002,Currency,40400
State,Oklahoma,Children in U.S.-born families,2001-2003,Currency,40300
State,Oklahoma,Children in immigrant families,2001-2003,Currency,34000
State,Oklahoma,Children in immigrant families,2002-2004,Currency,35600
State,Oklahoma,Children in U.S.-born families,2002-2004,Currency,40400
State,Oklahoma,Children in immigrant families,2007,Currency,36000
State,Oklahoma,Children in U.S.-born families,2007,Currency,46700
State,Oklahoma,Children in U.S.-born families,2006,Currency,44100
State,Oklahoma,Children in immigrant families,2006,Currency,33000
State,Oklahoma,Children in immigrant families,2005,Currency,34100
State,Oklahoma,Children in U.S.-born families,2005,Currency,42900
State,Oregon,Children in immigrant families,2005,Currency,41300
State,Oregon,Children in U.S.-born families,2005,Currency,51300
State,Oregon,Children in U.S.-born families,2006,Currency,55200
State,Oregon,Children in immigrant families,2006,Currency,41400
State,Oregon,Children in immigrant families,2007,Currency,46400
State,Oregon,Children in U.S.-born families,2007,Currency,57800
State,Oregon,Children in immigrant families,2000-2002,Currency,38900
State,Oregon,Children in U.S.-born families,2002-2004,Currency,49500
State,Oregon,Children in immigrant families,2002-2004,Currency,40600
State,Oregon,Children in U.S.-born families,2001-2003,Currency,48500
State,Oregon,Children in immigrant families,2001-2003,Currency,38900
State,Oregon,Children in U.S.-born families,2000-2002,Currency,47900
State,Oregon,Children in immigrant families,2008,Currency,49000
State,Oregon,Children in U.S.-born families,2008,Currency,60000
State,Oregon,Children in immigrant families,2013,Currency,46500
State,Oregon,Children in U.S.-born families,2013,Currency,60900
State,Oregon,Children in immigrant families,2010,Currency,45100
State,Oregon,Children in U.S.-born families,2010,Currency,54000
State,Oregon,Children in immigrant families,2015,Currency,48700
State,Oregon,Children in U.S.-born families,2015,Currency,65100
State,Oregon,Children in immigrant families,2018,Currency,59000
State,Oregon,Children in U.S.-born families,2018,Currency,79500
State,Oregon,Children in immigrant families,2009,Currency,45700
State,Oregon,Children in U.S.-born families,2009,Currency,57700
State,Oregon,Children in immigrant families,2011,Currency,41200
State,Oregon,Children in U.S.-born families,2011,Currency,57000
State,Oregon,Children in immigrant families,2012,Currency,43700
State,Oregon,Children in U.S.-born families,2012,Currency,56600
State,Oregon,Children in immigrant families,2017,Currency,57800
State,Oregon,Children in U.S.-born families,2017,Currency,72400
State,Oregon,Children in immigrant families,2014,Currency,43100
State,Oregon,Children in U.S.-born families,2014,Currency,60300
State,Oregon,Children in immigrant families,2016,Currency,51600
State,Oregon,Children in U.S.-born families,2016,Currency,71600
State,Oregon,Children in immigrant families,2019,Currency,70800
State,Oregon,Children in U.S.-born families,2019,Currency,83000
State,Oregon,Children in immigrant families,2021,Currency,80500
State,Oregon,Children in U.S.-born families,2021,Currency,86300
State,Pennsylvania,Children in immigrant families,2021,Currency,79300
State,Pennsylvania,Children in U.S.-born families,2021,Currency,87300
State,Pennsylvania,Children in immigrant families,2019,Currency,73800
State,Pennsylvania,Children in U.S.-born families,2019,Currency,77400
State,Pennsylvania,Children in immigrant families,2016,Currency,60200
State,Pennsylvania,Children in U.S.-born families,2016,Currency,70200
State,Pennsylvania,Children in immigrant families,2014,Currency,63700
State,Pennsylvania,Children in U.S.-born families,2014,Currency,66400
State,Pennsylvania,Children in immigrant families,2017,Currency,68500
State,Pennsylvania,Children in U.S.-born families,2017,Currency,75700
State,Pennsylvania,Children in immigrant families,2012,Currency,59800
State,Pennsylvania,Children in U.S.-born families,2012,Currency,62500
State,Pennsylvania,Children in immigrant families,2011,Currency,59500
State,Pennsylvania,Children in U.S.-born families,2011,Currency,61600
State,Pennsylvania,Children in immigrant families,2009,Currency,61300
State,Pennsylvania,Children in U.S.-born families,2009,Currency,60700
State,Pennsylvania,Children in immigrant families,2018,Currency,67300
State,Pennsylvania,Children in U.S.-born families,2018,Currency,76200
State,Pennsylvania,Children in immigrant families,2015,Currency,62400
State,Pennsylvania,Children in U.S.-born families,2015,Currency,68600
State,Pennsylvania,Children in immigrant families,2010,Currency,59100
